date,phu_name,phu_num,outbreak_group,number_ongoing_outbreaks
11/21/2021,WINDSOR-ESSEX COUNTY,2268,5 Recreational,3
11/21/2021,WINDSOR-ESSEX COUNTY,2268,4 Workplace,5
11/21/2021,WINDSOR-ESSEX COUNTY,2268,3 Education,8
11/21/2021,WINDSOR-ESSEX COUNTY,2268,2 Congregate Living,5
11/21/2021,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,4
11/21/2021,YORK REGION,2270,5 Recreational,3
11/21/2021,YORK REGION,2270,4 Workplace,5
11/21/2021,YORK REGION,2270,3 Education,16
11/22/2021,ALGOMA DISTRICT,2226,3 Education,3
11/22/2021,ALGOMA DISTRICT,2226,5 Recreational,1
11/22/2021,ALGOMA DISTRICT,2226,1 Congregate Care,1
11/22/2021,ALGOMA DISTRICT,2226,4 Workplace,4
11/22/2021,ALGOMA DISTRICT,2226,2 Congregate Living,1
11/22/2021,BRANT COUNTY,2227,6 Other/Unknown,1
11/22/2021,BRANT COUNTY,2227,4 Workplace,3
11/22/2021,BRANT COUNTY,2227,3 Education,4
11/22/2021,CHATHAM-KENT,2240,6 Other/Unknown,1
11/22/2021,CHATHAM-KENT,2240,1 Congregate Care,1
11/22/2021,CHATHAM-KENT,2240,3 Education,5
11/22/2021,CITY OF HAMILTON,2237,6 Other/Unknown,1
11/22/2021,CITY OF HAMILTON,2237,4 Workplace,1
11/22/2021,CITY OF HAMILTON,2237,3 Education,5
11/22/2021,CITY OF HAMILTON,2237,1 Congregate Care,1
11/22/2021,CITY OF HAMILTON,2237,5 Recreational,1
11/22/2021,CITY OF OTTAWA,2251,5 Recreational,1
11/22/2021,CITY OF OTTAWA,2251,3 Education,17
11/22/2021,CITY OF OTTAWA,2251,2 Congregate Living,2
11/22/2021,CITY OF OTTAWA,2251,1 Congregate Care,10
11/22/2021,CITY OF OTTAWA,2251,6 Other/Unknown,1
11/22/2021,DURHAM REGION,2230,4 Workplace,1
11/22/2021,DURHAM REGION,2230,5 Recreational,1
11/22/2021,DURHAM REGION,2230,3 Education,12
11/22/2021,DURHAM REGION,2230,1 Congregate Care,1
11/22/2021,EASTERN ONTARIO,2258,3 Education,1
11/22/2021,GREY BRUCE,2233,4 Workplace,1
11/22/2021,GREY BRUCE,2233,6 Other/Unknown,1
11/22/2021,HALDIMAND-NORFOLK,2234,1 Congregate Care,1
11/22/2021,HALDIMAND-NORFOLK,2234,2 Congregate Living,1
11/22/2021,HALDIMAND-NORFOLK,2234,6 Other/Unknown,2
11/22/2021,HALDIMAND-NORFOLK,2234,3 Education,5
11/22/2021,HALTON REGION,2236,3 Education,2
11/22/2021,HALTON REGION,2236,2 Congregate Living,1
11/22/2021,HASTINGS & PRINCE EDWARD COUNTIES,2238,6 Other/Unknown,1
11/22/2021,HURON PERTH,5183,4 Workplace,1
11/22/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,4 Workplace,1
11/22/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2 Congregate Living,1
11/22/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,1
11/22/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3 Education,9
11/22/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,6 Other/Unknown,1
11/22/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5 Recreational,2
11/22/2021,LAMBTON COUNTY,2242,1 Congregate Care,1
11/22/2021,LAMBTON COUNTY,2242,4 Workplace,1
11/22/2021,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,3 Education,1
11/22/2021,MIDDLESEX-LONDON,2244,4 Workplace,1
11/22/2021,MIDDLESEX-LONDON,2244,3 Education,2
11/22/2021,MIDDLESEX-LONDON,2244,1 Congregate Care,1
11/22/2021,NIAGARA REGION,2246,6 Other/Unknown,2
11/22/2021,NIAGARA REGION,2246,3 Education,6
11/22/2021,NIAGARA REGION,2246,1 Congregate Care,1
11/22/2021,NIAGARA REGION,2246,4 Workplace,4
11/22/2021,NORTH BAY PARRY SOUND DISTRICT,2247,4 Workplace,1
11/22/2021,NORTH BAY PARRY SOUND DISTRICT,2247,3 Education,1
11/22/2021,NORTH BAY PARRY SOUND DISTRICT,2247,1 Congregate Care,2
11/22/2021,NORTHWESTERN,2249,4 Workplace,1
11/22/2021,OXFORD ELGIN-ST.THOMAS,4913,6 Other/Unknown,1
11/22/2021,OXFORD ELGIN-ST.THOMAS,4913,3 Education,5
11/22/2021,OXFORD ELGIN-ST.THOMAS,4913,1 Congregate Care,1
11/22/2021,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,4
11/22/2021,PEEL REGION,2253,6 Other/Unknown,5
11/22/2021,PEEL REGION,2253,5 Recreational,1
11/22/2021,PEEL REGION,2253,4 Workplace,6
11/22/2021,PEEL REGION,2253,3 Education,11
11/22/2021,PEEL REGION,2253,2 Congregate Living,2
11/22/2021,PEEL REGION,2253,1 Congregate Care,2
11/22/2021,PETERBOROUGH COUNTY-CITY,2255,3 Education,1
11/22/2021,PORCUPINE,2256,3 Education,2
11/22/2021,RENFREW COUNTY AND DISTRICT,2257,6 Other/Unknown,1
11/22/2021,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
11/22/2021,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,4
11/22/2021,SIMCOE MUSKOKA DISTRICT,2260,6 Other/Unknown,1
11/22/2021,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,1
11/22/2021,SIMCOE MUSKOKA DISTRICT,2260,3 Education,21
11/22/2021,SUDBURY AND DISTRICT,2261,6 Other/Unknown,5
11/22/2021,SUDBURY AND DISTRICT,2261,5 Recreational,2
11/22/2021,SUDBURY AND DISTRICT,2261,4 Workplace,1
11/22/2021,SUDBURY AND DISTRICT,2261,3 Education,11
11/22/2021,SUDBURY AND DISTRICT,2261,2 Congregate Living,1
11/22/2021,SUDBURY AND DISTRICT,2261,1 Congregate Care,2
11/22/2021,THUNDER BAY DISTRICT,2262,6 Other/Unknown,1
11/22/2021,THUNDER BAY DISTRICT,2262,3 Education,1
11/22/2021,THUNDER BAY DISTRICT,2262,2 Congregate Living,1
11/22/2021,TIMISKAMING,2263,6 Other/Unknown,1
11/22/2021,TORONTO,3895,6 Other/Unknown,2
11/22/2021,TORONTO,3895,5 Recreational,2
11/22/2021,TORONTO,3895,4 Workplace,6
11/22/2021,TORONTO,3895,3 Education,16
11/22/2021,TORONTO,3895,2 Congregate Living,2
11/22/2021,TORONTO,3895,1 Congregate Care,1
11/22/2021,WATERLOO REGION,2265,6 Other/Unknown,1
11/22/2021,WATERLOO REGION,2265,5 Recreational,1
11/22/2021,WATERLOO REGION,2265,4 Workplace,2
11/22/2021,WATERLOO REGION,2265,3 Education,7
11/22/2021,WATERLOO REGION,2265,2 Congregate Living,1
11/22/2021,WATERLOO REGION,2265,1 Congregate Care,1
11/22/2021,WELLINGTON-DUFFERIN-GUELPH,2266,6 Other/Unknown,2
11/22/2021,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,1
11/22/2021,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,2
11/22/2021,WINDSOR-ESSEX COUNTY,2268,6 Other/Unknown,5
11/22/2021,WINDSOR-ESSEX COUNTY,2268,5 Recreational,3
11/22/2021,WINDSOR-ESSEX COUNTY,2268,4 Workplace,5
11/22/2021,WINDSOR-ESSEX COUNTY,2268,3 Education,8
11/22/2021,WINDSOR-ESSEX COUNTY,2268,2 Congregate Living,5
11/22/2021,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,4
11/22/2021,YORK REGION,2270,5 Recreational,2
11/22/2021,YORK REGION,2270,4 Workplace,5
11/22/2021,YORK REGION,2270,3 Education,16
11/23/2021,ALGOMA DISTRICT,2226,4 Workplace,4
11/23/2021,ALGOMA DISTRICT,2226,5 Recreational,2
11/23/2021,ALGOMA DISTRICT,2226,1 Congregate Care,1
11/23/2021,ALGOMA DISTRICT,2226,3 Education,4
11/23/2021,ALGOMA DISTRICT,2226,2 Congregate Living,1
11/23/2021,BRANT COUNTY,2227,6 Other/Unknown,1
11/23/2021,BRANT COUNTY,2227,4 Workplace,3
11/23/2021,BRANT COUNTY,2227,3 Education,4
11/23/2021,CHATHAM-KENT,2240,6 Other/Unknown,1
11/23/2021,CHATHAM-KENT,2240,1 Congregate Care,1
11/23/2021,CHATHAM-KENT,2240,3 Education,4
11/23/2021,CITY OF HAMILTON,2237,1 Congregate Care,1
11/23/2021,CITY OF HAMILTON,2237,4 Workplace,1
11/23/2021,CITY OF HAMILTON,2237,3 Education,5
11/23/2021,CITY OF HAMILTON,2237,5 Recreational,1
11/23/2021,CITY OF HAMILTON,2237,6 Other/Unknown,1
11/23/2021,CITY OF OTTAWA,2251,6 Other/Unknown,1
11/23/2021,CITY OF OTTAWA,2251,3 Education,19
11/23/2021,CITY OF OTTAWA,2251,2 Congregate Living,2
11/23/2021,CITY OF OTTAWA,2251,5 Recreational,1
11/23/2021,CITY OF OTTAWA,2251,1 Congregate Care,10
11/23/2021,DURHAM REGION,2230,4 Workplace,1
11/23/2021,DURHAM REGION,2230,3 Education,15
11/23/2021,DURHAM REGION,2230,5 Recreational,1
11/23/2021,DURHAM REGION,2230,1 Congregate Care,1
11/23/2021,EASTERN ONTARIO,2258,3 Education,1
11/23/2021,GREY BRUCE,2233,6 Other/Unknown,1
11/23/2021,GREY BRUCE,2233,4 Workplace,1
11/23/2021,HALDIMAND-NORFOLK,2234,6 Other/Unknown,2
11/23/2021,HALDIMAND-NORFOLK,2234,2 Congregate Living,1
11/23/2021,HALDIMAND-NORFOLK,2234,1 Congregate Care,1
11/23/2021,HALDIMAND-NORFOLK,2234,3 Education,6
11/23/2021,HALTON REGION,2236,3 Education,2
11/23/2021,HALTON REGION,2236,2 Congregate Living,1
11/23/2021,HASTINGS & PRINCE EDWARD COUNTIES,2238,6 Other/Unknown,1
11/23/2021,HURON PERTH,5183,3 Education,1
11/23/2021,HURON PERTH,5183,4 Workplace,1
11/23/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5 Recreational,2
11/23/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3 Education,7
11/23/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,1
11/23/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,4 Workplace,2
11/23/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2 Congregate Living,1
11/23/2021,LAMBTON COUNTY,2242,4 Workplace,1
11/23/2021,LAMBTON COUNTY,2242,1 Congregate Care,1
11/23/2021,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,3 Education,1
11/23/2021,MIDDLESEX-LONDON,2244,1 Congregate Care,1
11/23/2021,NIAGARA REGION,2246,4 Workplace,2
11/23/2021,NIAGARA REGION,2246,6 Other/Unknown,2
11/23/2021,NIAGARA REGION,2246,3 Education,6
11/23/2021,NIAGARA REGION,2246,1 Congregate Care,1
11/23/2021,NORTH BAY PARRY SOUND DISTRICT,2247,4 Workplace,1
11/23/2021,NORTH BAY PARRY SOUND DISTRICT,2247,3 Education,1
11/23/2021,NORTH BAY PARRY SOUND DISTRICT,2247,1 Congregate Care,2
11/23/2021,NORTHWESTERN,2249,4 Workplace,1
11/23/2021,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,5
11/23/2021,OXFORD ELGIN-ST.THOMAS,4913,3 Education,5
11/23/2021,OXFORD ELGIN-ST.THOMAS,4913,1 Congregate Care,1
11/23/2021,PEEL REGION,2253,6 Other/Unknown,6
11/23/2021,PEEL REGION,2253,5 Recreational,1
11/23/2021,PEEL REGION,2253,4 Workplace,5
11/23/2021,PEEL REGION,2253,3 Education,10
11/23/2021,PEEL REGION,2253,2 Congregate Living,2
11/23/2021,PEEL REGION,2253,1 Congregate Care,2
11/23/2021,PETERBOROUGH COUNTY-CITY,2255,3 Education,1
11/23/2021,PORCUPINE,2256,3 Education,2
11/23/2021,RENFREW COUNTY AND DISTRICT,2257,6 Other/Unknown,1
11/23/2021,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
11/23/2021,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,1
11/23/2021,SIMCOE MUSKOKA DISTRICT,2260,3 Education,21
11/23/2021,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,4
11/23/2021,SUDBURY AND DISTRICT,2261,6 Other/Unknown,4
11/23/2021,SUDBURY AND DISTRICT,2261,5 Recreational,2
11/23/2021,SUDBURY AND DISTRICT,2261,4 Workplace,2
11/23/2021,SUDBURY AND DISTRICT,2261,3 Education,12
11/23/2021,SUDBURY AND DISTRICT,2261,2 Congregate Living,1
11/23/2021,SUDBURY AND DISTRICT,2261,1 Congregate Care,2
11/23/2021,THUNDER BAY DISTRICT,2262,5 Recreational,1
11/23/2021,THUNDER BAY DISTRICT,2262,3 Education,1
11/23/2021,THUNDER BAY DISTRICT,2262,2 Congregate Living,1
11/23/2021,TIMISKAMING,2263,6 Other/Unknown,1
11/23/2021,TIMISKAMING,2263,3 Education,1
11/23/2021,TORONTO,3895,6 Other/Unknown,3
11/23/2021,TORONTO,3895,5 Recreational,1
11/23/2021,TORONTO,3895,4 Workplace,7
11/23/2021,TORONTO,3895,3 Education,16
11/23/2021,TORONTO,3895,2 Congregate Living,2
11/23/2021,TORONTO,3895,1 Congregate Care,1
11/23/2021,WATERLOO REGION,2265,6 Other/Unknown,1
11/23/2021,WATERLOO REGION,2265,5 Recreational,1
11/23/2021,WATERLOO REGION,2265,4 Workplace,2
11/23/2021,WATERLOO REGION,2265,3 Education,6
11/23/2021,WATERLOO REGION,2265,2 Congregate Living,1
11/23/2021,WELLINGTON-DUFFERIN-GUELPH,2266,6 Other/Unknown,2
11/23/2021,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,1
11/23/2021,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,2
11/23/2021,WINDSOR-ESSEX COUNTY,2268,6 Other/Unknown,5
11/23/2021,WINDSOR-ESSEX COUNTY,2268,5 Recreational,3
11/23/2021,WINDSOR-ESSEX COUNTY,2268,4 Workplace,5
11/23/2021,WINDSOR-ESSEX COUNTY,2268,3 Education,7
11/23/2021,WINDSOR-ESSEX COUNTY,2268,2 Congregate Living,5
11/23/2021,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,4
11/23/2021,YORK REGION,2270,5 Recreational,2
11/23/2021,YORK REGION,2270,4 Workplace,5
11/23/2021,YORK REGION,2270,3 Education,15
11/24/2021,ALGOMA DISTRICT,2226,4 Workplace,4
11/24/2021,ALGOMA DISTRICT,2226,5 Recreational,2
11/24/2021,ALGOMA DISTRICT,2226,3 Education,5
11/24/2021,ALGOMA DISTRICT,2226,2 Congregate Living,1
11/24/2021,ALGOMA DISTRICT,2226,1 Congregate Care,1
11/24/2021,BRANT COUNTY,2227,6 Other/Unknown,1
11/24/2021,BRANT COUNTY,2227,4 Workplace,3
11/24/2021,BRANT COUNTY,2227,3 Education,4
11/24/2021,CHATHAM-KENT,2240,3 Education,4
11/24/2021,CHATHAM-KENT,2240,6 Other/Unknown,1
11/24/2021,CHATHAM-KENT,2240,1 Congregate Care,1
11/24/2021,CITY OF HAMILTON,2237,5 Recreational,1
11/24/2021,CITY OF HAMILTON,2237,6 Other/Unknown,1
11/24/2021,CITY OF HAMILTON,2237,3 Education,4
11/24/2021,CITY OF HAMILTON,2237,1 Congregate Care,1
11/24/2021,CITY OF HAMILTON,2237,4 Workplace,1
11/24/2021,CITY OF OTTAWA,2251,3 Education,21
11/24/2021,CITY OF OTTAWA,2251,5 Recreational,1
11/24/2021,CITY OF OTTAWA,2251,1 Congregate Care,10
11/24/2021,CITY OF OTTAWA,2251,6 Other/Unknown,1
11/24/2021,CITY OF OTTAWA,2251,2 Congregate Living,2
11/24/2021,DURHAM REGION,2230,5 Recreational,1
11/24/2021,DURHAM REGION,2230,4 Workplace,1
11/24/2021,DURHAM REGION,2230,3 Education,13
11/24/2021,DURHAM REGION,2230,1 Congregate Care,1
11/24/2021,EASTERN ONTARIO,2258,3 Education,1
11/24/2021,EASTERN ONTARIO,2258,4 Workplace,1
11/24/2021,GREY BRUCE,2233,6 Other/Unknown,1
11/24/2021,GREY BRUCE,2233,4 Workplace,1
11/24/2021,HALDIMAND-NORFOLK,2234,3 Education,5
11/24/2021,HALDIMAND-NORFOLK,2234,6 Other/Unknown,4
11/24/2021,HALDIMAND-NORFOLK,2234,1 Congregate Care,1
11/24/2021,HALDIMAND-NORFOLK,2234,2 Congregate Living,2
11/24/2021,HALTON REGION,2236,6 Other/Unknown,2
11/24/2021,HALTON REGION,2236,3 Education,3
11/24/2021,HALTON REGION,2236,2 Congregate Living,1
11/24/2021,HASTINGS & PRINCE EDWARD COUNTIES,2238,6 Other/Unknown,2
11/24/2021,HASTINGS & PRINCE EDWARD COUNTIES,2238,2 Congregate Living,1
11/24/2021,HURON PERTH,5183,4 Workplace,3
11/24/2021,HURON PERTH,5183,3 Education,2
11/24/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2 Congregate Living,1
11/24/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5 Recreational,2
11/24/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3 Education,8
11/24/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,4 Workplace,2
11/24/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,1
11/24/2021,LAMBTON COUNTY,2242,1 Congregate Care,1
11/24/2021,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,3 Education,1
11/24/2021,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,1
11/24/2021,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,6 Other/Unknown,1
11/24/2021,MIDDLESEX-LONDON,2244,1 Congregate Care,1
11/24/2021,NIAGARA REGION,2246,6 Other/Unknown,2
11/24/2021,NIAGARA REGION,2246,4 Workplace,2
11/24/2021,NIAGARA REGION,2246,3 Education,5
11/24/2021,NIAGARA REGION,2246,1 Congregate Care,1
11/24/2021,NORTH BAY PARRY SOUND DISTRICT,2247,4 Workplace,1
11/24/2021,NORTH BAY PARRY SOUND DISTRICT,2247,3 Education,1
11/24/2021,NORTH BAY PARRY SOUND DISTRICT,2247,1 Congregate Care,2
11/24/2021,NORTHWESTERN,2249,4 Workplace,1
11/24/2021,OXFORD ELGIN-ST.THOMAS,4913,6 Other/Unknown,1
11/24/2021,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,5
11/24/2021,OXFORD ELGIN-ST.THOMAS,4913,3 Education,5
11/24/2021,OXFORD ELGIN-ST.THOMAS,4913,1 Congregate Care,1
11/24/2021,PEEL REGION,2253,5 Recreational,1
11/24/2021,PEEL REGION,2253,3 Education,10
11/24/2021,PEEL REGION,2253,4 Workplace,5
11/24/2021,PEEL REGION,2253,2 Congregate Living,2
11/24/2021,PEEL REGION,2253,6 Other/Unknown,6
11/24/2021,PETERBOROUGH COUNTY-CITY,2255,3 Education,1
11/24/2021,PORCUPINE,2256,3 Education,2
11/24/2021,RENFREW COUNTY AND DISTRICT,2257,6 Other/Unknown,1
11/24/2021,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
11/24/2021,SIMCOE MUSKOKA DISTRICT,2260,3 Education,21
11/24/2021,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,1
11/24/2021,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,4
11/24/2021,SUDBURY AND DISTRICT,2261,6 Other/Unknown,4
11/24/2021,SUDBURY AND DISTRICT,2261,4 Workplace,2
11/24/2021,SUDBURY AND DISTRICT,2261,3 Education,13
11/24/2021,SUDBURY AND DISTRICT,2261,2 Congregate Living,1
11/24/2021,SUDBURY AND DISTRICT,2261,1 Congregate Care,2
11/24/2021,SUDBURY AND DISTRICT,2261,5 Recreational,2
11/24/2021,THUNDER BAY DISTRICT,2262,5 Recreational,1
11/24/2021,THUNDER BAY DISTRICT,2262,3 Education,1
11/24/2021,THUNDER BAY DISTRICT,2262,2 Congregate Living,1
11/24/2021,TIMISKAMING,2263,6 Other/Unknown,1
11/24/2021,TIMISKAMING,2263,4 Workplace,1
11/24/2021,TIMISKAMING,2263,3 Education,1
11/24/2021,TORONTO,3895,6 Other/Unknown,4
11/24/2021,TORONTO,3895,5 Recreational,4
11/24/2021,TORONTO,3895,4 Workplace,5
11/24/2021,TORONTO,3895,3 Education,20
11/24/2021,TORONTO,3895,2 Congregate Living,2
11/24/2021,TORONTO,3895,1 Congregate Care,1
11/24/2021,WATERLOO REGION,2265,6 Other/Unknown,2
11/24/2021,WATERLOO REGION,2265,5 Recreational,3
11/24/2021,WATERLOO REGION,2265,4 Workplace,2
11/24/2021,WATERLOO REGION,2265,3 Education,4
11/24/2021,WELLINGTON-DUFFERIN-GUELPH,2266,6 Other/Unknown,1
11/24/2021,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,1
11/24/2021,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,2
11/24/2021,WINDSOR-ESSEX COUNTY,2268,6 Other/Unknown,6
11/24/2021,WINDSOR-ESSEX COUNTY,2268,5 Recreational,3
11/24/2021,WINDSOR-ESSEX COUNTY,2268,4 Workplace,5
11/24/2021,WINDSOR-ESSEX COUNTY,2268,3 Education,10
11/24/2021,WINDSOR-ESSEX COUNTY,2268,2 Congregate Living,5
11/24/2021,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,4
11/24/2021,YORK REGION,2270,6 Other/Unknown,2
11/24/2021,YORK REGION,2270,5 Recreational,2
11/24/2021,YORK REGION,2270,4 Workplace,4
11/24/2021,YORK REGION,2270,3 Education,16
11/25/2021,ALGOMA DISTRICT,2226,5 Recreational,2
11/25/2021,ALGOMA DISTRICT,2226,3 Education,4
11/25/2021,ALGOMA DISTRICT,2226,1 Congregate Care,1
11/25/2021,ALGOMA DISTRICT,2226,4 Workplace,5
11/25/2021,ALGOMA DISTRICT,2226,2 Congregate Living,1
11/25/2021,BRANT COUNTY,2227,3 Education,6
11/25/2021,BRANT COUNTY,2227,4 Workplace,3
11/25/2021,BRANT COUNTY,2227,6 Other/Unknown,1
11/25/2021,CHATHAM-KENT,2240,6 Other/Unknown,1
11/25/2021,CHATHAM-KENT,2240,1 Congregate Care,1
11/25/2021,CHATHAM-KENT,2240,3 Education,5
11/25/2021,CITY OF HAMILTON,2237,3 Education,5
11/25/2021,CITY OF HAMILTON,2237,6 Other/Unknown,1
11/25/2021,CITY OF HAMILTON,2237,4 Workplace,1
11/25/2021,CITY OF HAMILTON,2237,5 Recreational,1
11/25/2021,CITY OF HAMILTON,2237,1 Congregate Care,1
11/25/2021,CITY OF OTTAWA,2251,2 Congregate Living,2
11/25/2021,CITY OF OTTAWA,2251,3 Education,25
11/25/2021,CITY OF OTTAWA,2251,6 Other/Unknown,1
11/25/2021,CITY OF OTTAWA,2251,5 Recreational,1
11/25/2021,CITY OF OTTAWA,2251,1 Congregate Care,9
11/25/2021,DURHAM REGION,2230,5 Recreational,1
11/25/2021,DURHAM REGION,2230,1 Congregate Care,1
11/25/2021,DURHAM REGION,2230,4 Workplace,1
11/25/2021,DURHAM REGION,2230,3 Education,14
11/25/2021,EASTERN ONTARIO,2258,3 Education,2
11/25/2021,EASTERN ONTARIO,2258,4 Workplace,1
11/25/2021,GREY BRUCE,2233,4 Workplace,1
11/25/2021,GREY BRUCE,2233,6 Other/Unknown,1
11/25/2021,HALDIMAND-NORFOLK,2234,2 Congregate Living,2
11/25/2021,HALDIMAND-NORFOLK,2234,6 Other/Unknown,3
11/25/2021,HALDIMAND-NORFOLK,2234,3 Education,7
11/25/2021,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,1 Congregate Care,1
11/25/2021,HALTON REGION,2236,6 Other/Unknown,2
11/25/2021,HALTON REGION,2236,3 Education,3
11/25/2021,HALTON REGION,2236,2 Congregate Living,1
11/25/2021,HASTINGS & PRINCE EDWARD COUNTIES,2238,6 Other/Unknown,2
11/25/2021,HASTINGS & PRINCE EDWARD COUNTIES,2238,2 Congregate Living,1
11/25/2021,HURON PERTH,5183,3 Education,2
11/25/2021,HURON PERTH,5183,4 Workplace,3
11/25/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3 Education,8
11/25/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,1
11/25/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5 Recreational,2
11/25/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,4 Workplace,3
11/25/2021,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2 Congregate Living,1
11/25/2021,LAMBTON COUNTY,2242,1 Congregate Care,1
11/25/2021,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,3 Education,1
11/25/2021,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,6 Other/Unknown,1
11/25/2021,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,1
11/25/2021,MIDDLESEX-LONDON,2244,1 Congregate Care,1
11/25/2021,NIAGARA REGION,2246,4 Workplace,2
11/25/2021,NIAGARA REGION,2246,3 Education,6
11/25/2021,NIAGARA REGION,2246,1 Congregate Care,1
11/25/2021,NIAGARA REGION,2246,6 Other/Unknown,2
11/25/2021,NORTH BAY PARRY SOUND DISTRICT,2247,4 Workplace,1
11/25/2021,NORTH BAY PARRY SOUND DISTRICT,2247,1 Congregate Care,2
11/25/2021,NORTH BAY PARRY SOUND DISTRICT,2247,3 Education,1
11/25/2021,NORTHWESTERN,2249,4 Workplace,1
11/25/2021,OXFORD ELGIN-ST.THOMAS,4913,6 Other/Unknown,1
11/25/2021,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,5
11/25/2021,OXFORD ELGIN-ST.THOMAS,4913,3 Education,5
11/25/2021,OXFORD ELGIN-ST.THOMAS,4913,1 Congregate Care,1
11/25/2021,PEEL REGION,2253,5 Recreational,1
11/25/2021,PEEL REGION,2253,6 Other/Unknown,6
11/25/2021,PEEL REGION,2253,4 Workplace,4
11/25/2021,PEEL REGION,2253,3 Education,12
11/25/2021,PEEL REGION,2253,2 Congregate Living,2
11/25/2021,PETERBOROUGH COUNTY-CITY,2255,3 Education,1
11/25/2021,PORCUPINE,2256,3 Education,2
11/25/2021,RENFREW COUNTY AND DISTRICT,2257,6 Other/Unknown,1
11/25/2021,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
11/25/2021,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,1
11/25/2021,SIMCOE MUSKOKA DISTRICT,2260,3 Education,21
11/25/2021,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,4
11/25/2021,SUDBURY AND DISTRICT,2261,4 Workplace,2
11/25/2021,SUDBURY AND DISTRICT,2261,6 Other/Unknown,5
11/25/2021,SUDBURY AND DISTRICT,2261,5 Recreational,2
11/25/2021,SUDBURY AND DISTRICT,2261,3 Education,13
11/25/2021,SUDBURY AND DISTRICT,2261,2 Congregate Living,1
11/25/2021,SUDBURY AND DISTRICT,2261,1 Congregate Care,2
11/25/2021,THUNDER BAY DISTRICT,2262,3 Education,1
11/25/2021,THUNDER BAY DISTRICT,2262,2 Congregate Living,1
11/25/2021,TIMISKAMING,2263,6 Other/Unknown,1
11/25/2021,TIMISKAMING,2263,4 Workplace,1
11/25/2021,TIMISKAMING,2263,3 Education,1
11/25/2021,TORONTO,3895,6 Other/Unknown,4
